Item,Text,Sentiment,Trend,Source,Volume,Price Change,Category
Wheat,Wheat prices are dropping.,0.7,neutral,Government Report,988,0%,Agriculture
Tea,Tea production is stable.,0.3,down,Social Media,1048,-5%,Agriculture
Sugar,Sugar prices are volatile.,0.3,neutral,Market Analysis,1173,0%,Manufacturing
Fruit,Fruit market is fluctuating.,0.3,up,News Website,841,9%,Commodity
Oil,Oil prices are dropping.,0.8,up,Government Report,1225,2%,Commodity
Sugar,Sugar prices are increasing.,0.7,up,Social Media,1322,2%,Technology
Corn,Corn prices are steady.,0.3,up,Market Analysis,720,8%,Manufacturing
Coffee,Coffee prices are decreasing.,0.6,down,Social Media,1998,-3%,Technology
Sugar,Sugar demand is rising.,0.6,neutral,Government Report,719,0%,Agriculture
Wheat,Wheat prices are dropping.,0.7,up,Social Media,1279,8%,Technology
Electronics,Electronics market is growing.,0.4,neutral,News Website,1969,0%,Manufacturing
Tea,Tea prices are on the rise.,0.7,up,Social Media,992,6%,Commodity
Electronics,Electronics sales are booming.,0.2,neutral,Government Report,551,0%,Agriculture
Milk,Milk market is fluctuating.,0.2,up,News Website,1286,9%,Manufacturing
Electronics,Electronics sales are booming.,0.2,down,News Website,692,-1%,Manufacturing
Rice,Rice production is steady.,0.5,up,Market Analysis,1424,2%,Agriculture
Tea,Tea prices are on the rise.,0.8,down,News Website,1398,-3%,Agriculture
Corn,Corn market is stable.,0.5,neutral,Social Media,555,0%,Technology
Fruit,Fruit demand is steady.,0.4,up,Government Report,1102,2%,Manufacturing
Fruit,Fruit market is fluctuating.,0.4,down,News Website,1553,-7%,Manufacturing
Rice,Rice market is unstable.,0.3,down,News Website,568,-6%,Commodity
Milk,Milk prices are increasing.,0.8,up,Social Media,1840,1%,Manufacturing
Milk,Milk prices are increasing.,0.2,down,Social Media,638,-1%,Manufacturing
Corn,Corn production is high.,0.4,down,Social Media,1155,-5%,Commodity
Sugar,Sugar market is stable.,0.2,down,Government Report,1951,-5%,Technology
Coffee,Coffee prices are volatile.,0.3,up,News Website,883,1%,Technology
Corn,Corn production is high.,0.3,neutral,Market Analysis,1775,0%,Commodity
Milk,Milk market is fluctuating.,0.7,up,News Website,1875,5%,Commodity
Coffee,Coffee production is increasing.,0.7,neutral,Social Media,1925,0%,Commodity
Tea,Tea production is stable.,0.3,down,Social Media,1958,-3%,Commodity
Coffee,Coffee prices are volatile.,0.3,up,News Website,1759,8%,Commodity
Rice,Rice market is unstable.,0.4,neutral,Government Report,752,0%,Commodity
Sugar,Sugar prices are volatile.,0.5,up,News Website,1118,3%,Manufacturing
Tea,Tea prices are on the rise.,0.9,neutral,Social Media,702,0%,Manufacturing
Wheat,Wheat market is stable.,0.9,down,Government Report,837,-6%,Manufacturing
Coffee,Coffee production is increasing.,0.8,up,Social Media,1707,7%,Technology
Wheat,Wheat production is high.,0.8,down,Government Report,743,-7%,Agriculture
Tea,Tea prices are on the rise.,0.5,up,Social Media,990,9%,Commodity
Oil,Oil prices are fluctuating.,0.8,neutral,Market Analysis,1209,0%,Commodity
Oil,Oil prices are fluctuating.,0.5,up,Social Media,1498,3%,Manufacturing
Oil,Oil prices are dropping.,0.8,down,Government Report,1653,-7%,Manufacturing
Corn,Corn market is stable.,0.7,down,News Website,1724,-7%,Agriculture
Corn,Corn production is lower than expected.,0.5,neutral,Government Report,1348,0%,Manufacturing
Coffee,Coffee production is increasing.,0.9,neutral,Government Report,944,0%,Commodity
Corn,Corn prices are steady.,0.4,neutral,Social Media,653,0%,Agriculture
Corn,Corn prices are steady.,0.4,up,Government Report,517,7%,Agriculture
Sugar,Sugar market is stable.,0.4,down,Government Report,533,-7%,Commodity
Oil,Oil prices are dropping.,0.4,down,Government Report,1689,-4%,Commodity
Fruit,Fruit demand is steady.,0.9,neutral,Government Report,1166,0%,Technology
Oil,Oil prices are fluctuating.,0.7,down,Social Media,777,-3%,Technology
Oil,Oil demand is increasing.,0.6,down,Government Report,1734,-6%,Technology
Fruit,Fruit demand is steady.,0.5,down,Market Analysis,1953,-8%,Agriculture
Wheat,Wheat production is high.,0.3,down,Social Media,1397,-4%,Technology
Oil,Oil market is recovering.,0.3,neutral,Social Media,1344,0%,Technology
Fruit,Fruit production is decreasing.,0.3,neutral,News Website,1672,0%,Manufacturing
Rice,Rice prices are fluctuating.,0.9,up,Market Analysis,657,6%,Technology
Electronics,Electronics sales are down.,0.7,up,News Website,1403,8%,Technology
Fruit,Fruit production is decreasing.,0.8,neutral,Government Report,989,0%,Technology
Sugar,Sugar prices are increasing.,0.7,down,Government Report,1546,-5%,Technology
Fruit,Fruit demand is steady.,0.7,neutral,Government Report,1002,0%,Technology
Corn,Corn production is high.,0.5,down,News Website,1335,-8%,Agriculture
Electronics,Electronics market is growing.,0.7,neutral,News Website,684,0%,Commodity
Sugar,Sugar prices are volatile.,0.9,neutral,Social Media,927,0%,Agriculture
Electronics,Electronics prices are declining.,0.4,down,Market Analysis,926,-9%,Agriculture
Oil,Oil demand is increasing.,0.8,down,Market Analysis,1034,-5%,Agriculture
Oil,Oil prices are fluctuating.,0.7,down,Government Report,1209,-5%,Agriculture
Oil,Oil prices are dropping.,0.7,neutral,News Website,1658,0%,Agriculture
Fruit,Fruit prices are going up.,0.8,down,News Website,1963,-9%,Agriculture
Fruit,Fruit prices are going up.,0.4,neutral,News Website,618,0%,Commodity
Corn,Corn market is stable.,0.9,down,Government Report,1116,-1%,Agriculture
Sugar,Sugar demand is rising.,0.7,neutral,News Website,1726,0%,Agriculture
Coffee,Coffee market is steady.,0.9,down,Government Report,1997,-9%,Manufacturing
Tea,Tea market is growing.,0.4,neutral,Market Analysis,1332,0%,Agriculture
Wheat,Wheat market is stable.,0.2,down,Social Media,1445,-2%,Agriculture
Tea,Tea production is stable.,0.9,down,Social Media,1300,-3%,Commodity
Sugar,Sugar prices are volatile.,0.9,up,News Website,1171,1%,Commodity
Fruit,Fruit demand is steady.,0.7,neutral,Market Analysis,1820,0%,Manufacturing
Electronics,Electronics market is growing.,0.9,neutral,Market Analysis,1751,0%,Agriculture
Electronics,Electronics sales are down.,0.5,down,Government Report,1383,-4%,Manufacturing
Electronics,Electronics sales are booming.,0.2,up,Government Report,1328,3%,Commodity
Wheat,Wheat prices are dropping.,0.9,down,News Website,1643,-4%,Technology
Electronics,Electronics sales are booming.,0.3,neutral,Social Media,1594,0%,Commodity
Electronics,Electronics sales are booming.,0.8,neutral,News Website,1100,0%,Technology
Electronics,Electronics prices are declining.,0.7,neutral,Government Report,1335,0%,Manufacturing
Sugar,Sugar market is stable.,0.9,neutral,Social Media,589,0%,Agriculture
Milk,Milk prices are increasing.,0.7,down,News Website,924,-8%,Agriculture
Rice,Rice market is unstable.,0.4,neutral,Social Media,1409,0%,Commodity
Electronics,Electronics prices are declining.,0.2,neutral,Social Media,1397,0%,Manufacturing
Tea,Tea prices are on the rise.,0.9,up,Government Report,1079,8%,Commodity
Rice,Rice production is steady.,0.5,neutral,News Website,1456,0%,Agriculture
Wheat,Wheat prices are expected to rise.,0.4,neutral,Market Analysis,1969,0%,Commodity
Electronics,Electronics sales are down.,0.7,up,Market Analysis,555,8%,Agriculture
Wheat,Wheat production is high.,0.3,neutral,Government Report,824,0%,Technology
Coffee,Coffee market is steady.,0.7,neutral,News Website,784,0%,Manufacturing
Sugar,Sugar prices are volatile.,0.9,down,Government Report,1441,-3%,Manufacturing
Corn,Corn production is lower than expected.,0.9,up,News Website,1435,5%,Agriculture
Rice,Rice prices are fluctuating.,0.2,neutral,News Website,1020,0%,Technology
Corn,Corn production is lower than expected.,0.8,up,News Website,881,1%,Commodity
Coffee,Coffee production is increasing.,0.3,neutral,News Website,1794,0%,Manufacturing
Oil,Oil demand is increasing.,0.8,up,Government Report,1577,4%,Commodity
Rice,Rice market is unstable.,0.2,neutral,Market Analysis,571,0%,Commodity
Rice,Rice prices are fluctuating.,0.4,up,Market Analysis,1134,4%,Technology
Sugar,Sugar prices are volatile.,0.6,down,Government Report,551,-6%,Agriculture
Milk,Milk prices are steady.,0.9,neutral,Government Report,1875,0%,Technology
Fruit,Fruit demand is steady.,0.9,neutral,Social Media,1463,0%,Technology
Tea,Tea market is growing.,0.4,up,Government Report,1797,4%,Manufacturing
Electronics,Electronics sales are booming.,0.8,up,Government Report,1954,9%,Agriculture
Sugar,Sugar prices are increasing.,0.5,up,Government Report,1052,6%,Manufacturing
Milk,Milk prices are increasing.,0.8,neutral,News Website,577,0%,Commodity
Wheat,Wheat prices are dropping.,0.8,neutral,Social Media,1849,0%,Commodity
Tea,Tea market is growing.,0.8,down,Government Report,1335,-6%,Agriculture
Wheat,Wheat market is stable.,0.6,down,Market Analysis,1816,-5%,Commodity
Electronics,Electronics prices are declining.,0.9,up,Social Media,1887,5%,Commodity
Electronics,Electronics sales are down.,0.8,up,Market Analysis,1397,2%,Technology
Electronics,Electronics market is growing.,0.6,neutral,Government Report,1064,0%,Manufacturing
Tea,Tea prices are on the rise.,0.2,neutral,Social Media,1684,0%,Manufacturing
Sugar,Sugar prices are volatile.,0.3,up,Social Media,961,6%,Agriculture
Fruit,Fruit market is fluctuating.,0.4,neutral,News Website,1131,0%,Technology
Sugar,Sugar prices are volatile.,0.3,up,News Website,1060,2%,Manufacturing
Coffee,Coffee prices are decreasing.,0.9,neutral,Government Report,1924,0%,Manufacturing
Milk,Milk prices are increasing.,0.7,neutral,Social Media,1978,0%,Technology
Sugar,Sugar demand is rising.,0.3,neutral,Government Report,1533,0%,Commodity
Tea,Tea production is stable.,0.9,down,Government Report,865,-3%,Commodity
Milk,Milk prices are increasing.,0.3,down,Market Analysis,1313,-9%,Agriculture
Corn,Corn production is lower than expected.,0.3,up,News Website,834,9%,Technology
Oil,Oil prices are fluctuating.,0.7,down,News Website,1566,-7%,Agriculture
Milk,Milk market is fluctuating.,0.6,up,Government Report,667,1%,Manufacturing
Corn,Corn production is high.,0.2,down,Market Analysis,521,-6%,Commodity
Oil,Oil market is recovering.,0.2,down,Social Media,809,-4%,Technology
Tea,Tea demand is stable.,0.7,neutral,News Website,1405,0%,Manufacturing
Tea,Tea production is stable.,0.2,neutral,Social Media,939,0%,Agriculture
Wheat,Wheat production is high.,0.2,down,Social Media,1766,-6%,Commodity
Milk,Milk market is fluctuating.,0.8,down,Social Media,1560,-1%,Agriculture
Corn,Corn market is stable.,0.7,down,News Website,1883,-6%,Manufacturing
Milk,Milk prices are increasing.,0.9,neutral,Government Report,1346,0%,Technology
Milk,Milk production is high.,0.4,up,News Website,803,6%,Technology
Tea,Tea market is growing.,0.7,neutral,Social Media,1723,0%,Commodity
Electronics,Electronics prices are declining.,0.4,up,Market Analysis,1849,2%,Technology
Corn,Corn production is high.,0.3,up,Market Analysis,1201,6%,Agriculture
Fruit,Fruit demand is steady.,0.8,neutral,News Website,1968,0%,Manufacturing
Fruit,Fruit demand is steady.,0.3,up,Government Report,1674,1%,Manufacturing
Corn,Corn prices are steady.,0.9,up,Government Report,781,8%,Technology
Electronics,Electronics sales are booming.,0.8,down,News Website,1302,-3%,Commodity
Oil,Oil prices are fluctuating.,0.4,up,Government Report,1131,1%,Commodity
Fruit,Fruit market is fluctuating.,0.3,neutral,News Website,1880,0%,Commodity
Wheat,Wheat production is high.,0.2,neutral,Government Report,1441,0%,Technology
Coffee,Coffee market is steady.,0.6,down,Market Analysis,1714,-2%,Technology
Coffee,Coffee prices are decreasing.,0.4,neutral,Government Report,1917,0%,Manufacturing
Corn,Corn production is high.,0.3,neutral,News Website,1406,0%,Manufacturing
Oil,Oil prices are fluctuating.,0.3,up,Market Analysis,1351,2%,Commodity
Electronics,Electronics market is growing.,0.2,neutral,Government Report,1423,0%,Agriculture
Sugar,Sugar demand is rising.,0.9,neutral,Government Report,1327,0%,Commodity
Fruit,Fruit market is fluctuating.,0.3,up,News Website,1820,1%,Agriculture
Fruit,Fruit demand is steady.,0.5,down,Social Media,1485,-8%,Agriculture
Tea,Tea prices are on the rise.,0.8,neutral,Government Report,1516,0%,Agriculture
Fruit,Fruit market is fluctuating.,0.9,down,Market Analysis,964,-2%,Commodity
Oil,Oil demand is increasing.,0.5,up,Market Analysis,1982,1%,Manufacturing
Tea,Tea prices are on the rise.,0.4,up,Government Report,1878,4%,Agriculture
Sugar,Sugar market is stable.,0.6,up,Social Media,1406,4%,Manufacturing
Oil,Oil prices are dropping.,0.6,down,Social Media,693,-2%,Technology
Electronics,Electronics market is growing.,0.3,down,News Website,1079,-4%,Technology
Tea,Tea demand is stable.,0.2,neutral,Social Media,879,0%,Commodity
Corn,Corn production is lower than expected.,0.4,down,Government Report,1254,-2%,Manufacturing
Wheat,Wheat prices are dropping.,0.4,down,News Website,1546,-8%,Manufacturing
Fruit,Fruit production is decreasing.,0.2,neutral,Government Report,1812,0%,Agriculture
Corn,Corn production is high.,0.8,neutral,Social Media,583,0%,Technology
Milk,Milk market is fluctuating.,0.8,down,Social Media,1582,-4%,Manufacturing
Tea,Tea prices are on the rise.,0.6,down,Government Report,529,-9%,Technology
Fruit,Fruit production is decreasing.,0.3,down,Social Media,1336,-3%,Agriculture
Tea,Tea demand is stable.,0.4,neutral,News Website,938,0%,Agriculture
Sugar,Sugar market is stable.,0.9,up,Market Analysis,1983,4%,Commodity
Corn,Corn market is stable.,0.6,neutral,News Website,1810,0%,Technology
Corn,Corn prices are steady.,0.6,neutral,News Website,564,0%,Manufacturing
Rice,Rice market is unstable.,0.6,up,News Website,735,4%,Commodity
Milk,Milk prices are steady.,0.2,up,Social Media,1520,5%,Agriculture
Fruit,Fruit prices are going up.,0.8,up,Market Analysis,1388,4%,Technology
Corn,Corn production is high.,0.6,up,News Website,1674,7%,Technology
Tea,Tea demand is stable.,0.9,down,Government Report,1354,-6%,Commodity
Wheat,Wheat prices are dropping.,0.3,up,Market Analysis,1451,8%,Commodity
Sugar,Sugar prices are increasing.,0.8,neutral,Market Analysis,849,0%,Technology
Fruit,Fruit production is decreasing.,0.8,neutral,News Website,1512,0%,Commodity
Tea,Tea market is growing.,0.5,up,Government Report,1155,8%,Agriculture
Milk,Milk prices are steady.,0.4,up,Government Report,1211,1%,Agriculture
Tea,Tea production is stable.,0.6,down,Market Analysis,783,-5%,Technology
Coffee,Coffee prices are volatile.,0.9,up,Government Report,1783,8%,Commodity
Oil,Oil prices are fluctuating.,0.4,up,Social Media,617,4%,Commodity
Coffee,Coffee market is steady.,0.6,neutral,Social Media,1422,0%,Commodity
Rice,Rice market is unstable.,0.9,neutral,Government Report,813,0%,Commodity
Electronics,Electronics sales are down.,0.8,down,News Website,1321,-6%,Technology
Tea,Tea market is growing.,0.5,up,News Website,1790,6%,Technology
Milk,Milk prices are increasing.,0.4,up,News Website,1610,1%,Agriculture
Electronics,Electronics prices are declining.,0.7,down,Social Media,559,-3%,Commodity
Electronics,Electronics prices are declining.,0.4,neutral,Social Media,514,0%,Commodity
Sugar,Sugar prices are volatile.,0.6,down,Market Analysis,1663,-9%,Technology
Electronics,Electronics prices are declining.,0.7,down,Government Report,587,-8%,Technology
Milk,Milk production is high.,0.4,neutral,Market Analysis,1132,0%,Commodity
Coffee,Coffee prices are volatile.,0.6,up,Market Analysis,1816,8%,Commodity
Coffee,Coffee market is steady.,0.7,neutral,Social Media,658,0%,Agriculture
Tea,Tea prices are on the rise.,0.3,up,Market Analysis,1555,2%,Manufacturing
Corn,Corn production is lower than expected.,0.6,neutral,Social Media,851,0%,Commodity
Rice,Rice production is steady.,0.7,down,Market Analysis,1266,-6%,Technology
Milk,Milk market is fluctuating.,0.6,down,Government Report,900,-3%,Manufacturing
Electronics,Electronics market is growing.,0.7,neutral,News Website,1394,0%,Manufacturing
Sugar,Sugar prices are increasing.,0.7,up,Market Analysis,656,2%,Commodity
Sugar,Sugar prices are volatile.,0.2,neutral,Government Report,895,0%,Commodity
Rice,Rice market is unstable.,0.2,up,Market Analysis,1905,8%,Agriculture
Rice,Rice prices are fluctuating.,0.2,neutral,Market Analysis,1546,0%,Commodity
Tea,Tea production is stable.,0.3,up,News Website,1389,4%,Commodity
Tea,Tea prices are on the rise.,0.4,neutral,Social Media,1416,0%,Manufacturing
Electronics,Electronics prices are declining.,0.4,neutral,Social Media,1638,0%,Commodity
Sugar,Sugar prices are volatile.,0.2,neutral,Social Media,1033,0%,Manufacturing
Electronics,Electronics market is growing.,0.3,down,News Website,1708,-8%,Agriculture
Sugar,Sugar prices are increasing.,0.7,up,News Website,701,5%,Manufacturing
Electronics,Electronics prices are declining.,0.9,down,Social Media,1603,-9%,Technology
Fruit,Fruit production is decreasing.,0.6,down,News Website,1205,-5%,Agriculture
Tea,Tea market is growing.,0.4,down,Government Report,1772,-8%,Manufacturing
Wheat,Wheat production is high.,0.7,up,News Website,1766,7%,Technology
Rice,Rice prices are increasing.,0.9,up,Government Report,637,8%,Technology
Rice,Rice prices are increasing.,0.2,neutral,Government Report,907,0%,Manufacturing
Coffee,Coffee prices are decreasing.,0.4,up,News Website,1561,8%,Manufacturing
